date,close
12-Jul-17,0.692844
12-Jul-17,0.746512
12-Jul-17,0.71184
12-Jul-17,0.695318
12-Jul-17,0.752298
04-Jun-17,0.779862
24-May-17,0.754926
24-Apr-17,0.7404
24-Apr-17,0.75029
22-Apr-17,0.855987
22-Apr-17,0.753455
21-Apr-17,0.792881
20-Apr-17,0.854248
20-Apr-17,0.975352
18-Apr-17,0.746778
16-Apr-17,0.762655
15-Apr-17,0.749084
15-Apr-17,0.717748
15-Apr-17,0.67425
15-Apr-17,0.75118
15-Apr-17,0.795033
15-Apr-17,0.679055
15-Apr-17,0.748053
15-Apr-17,0.751507
15-Apr-17,0.735466
15-Apr-17,0.662975
15-Apr-17,0.725717
15-Apr-17,0.715537
15-Apr-17,0.723045
14-Apr-17,0.756375
14-Apr-17,0.548732
14-Apr-17,0.627361
14-Apr-17,0.749918
14-Apr-17,0.667603
28-Mar-17,0.725961
28-Mar-17,0.747153
27-Mar-17,0.733637
15-Mar-17,0.747997
14-Mar-17,0.746551
14-Mar-17,0.684722
14-Mar-17,0.895309
14-Mar-17,0.748232
14-Mar-17,0.81
14-Mar-17,0.748653
13-Mar-17,0.75109
13-Mar-17,0.714608
13-Mar-17,0.746724
13-Mar-17,0.86333
13-Mar-17,0.748387
13-Mar-17,0.674172
13-Mar-17,0.700919
13-Mar-17,0.748129
13-Mar-17,0.74369
13-Mar-17,0.747651
13-Mar-17,0.747247
13-Mar-17,0.733128
13-Mar-17,0.746979
13-Mar-17,0.747004
13-Mar-17,0.811105
13-Mar-17,0.757922
13-Mar-17,0.747004
13-Mar-17,0.613786
13-Mar-17,0.746942
13-Mar-17,0.54816
13-Mar-17,0.751547
13-Mar-17,0.673877
13-Mar-17,0.748594
13-Mar-17,0.788487
13-Mar-17,0.675023
13-Mar-17,0.675023
13-Mar-17,0.748136
13-Mar-17,0.747336
13-Mar-17,0.747173
13-Mar-17,0.74895
13-Mar-17,0.748238
13-Mar-17,0.635629
13-Mar-17,0.746283
13-Mar-17,0.746283
13-Mar-17,0.747836
12-Mar-17,0.747836
12-Mar-17,0.746662
11-Mar-17,0.747061
26-Jan-17,0.748498
26-Jan-17,0.748498
25-Jan-17,0.748498
19-Jan-17,0.748498
19-Jan-17,0.748498
19-Jan-17,0.746731
19-Jan-17,0.747647
