date,close
22-Jul-17,0.745742
01-Feb-17,0.745733
04-Jan-17,0.746947
24-Dec-16,0.746947
14-Dec-16,0.529898
28-Nov-16,0.788055
15-Nov-16,0.747833
30-May-16,0.747833
25-May-16,0.749025
12-Apr-16,0.748951
04-Apr-16,0.748951
03-Apr-16,0.748295
03-Apr-16,0.748078
29-Mar-16,0.774235
29-Mar-16,0.747059
24-Mar-16,0.748078
07-Mar-16,0.748078
29-Dec-15,0.748078
27-Nov-15,0.748078
27-Nov-15,0.748182
31-May-15,0.748078
14-Apr-15,0.748078
08-Feb-15,0.7487
18-Jan-15,0.748078
14-Aug-14,0.750295
03-Aug-14,0.748078
29-Jul-14,0.748078
29-Jul-14,0.791517
20-Jun-14,0.748078
20-Jun-14,0.748078
05-Jun-14,0.748078
18-May-14,0.745748
08-Apr-14,0.745629
17-Nov-13,0.745629
24-Aug-13,0.745629
18-Aug-13,0.747149
26-Jun-13,0.7461
26-Jun-13,0.748944
20-Mar-13,0.745629
06-Oct-12,0.745629
06-Oct-12,0.746761
29-Sep-12,0.745629
05-May-12,0.745629
21-May-11,0.747694
01-Mar-11,0.749135
20-Feb-11,0.747485
19-Feb-11,0.747715
19-Feb-11,0.747715
17-Dec-10,0.747715
10-Dec-10,0.758753
20-Aug-09,0.747655
19-Aug-09,0.747514
