date,close
12-Jun-17,0.79224
22-Apr-17,0.74752
09-Apr-17,0.753141
21-Jan-17,0.746787
20-Jan-17,0.873989
20-Jan-17,0.753399
20-Jan-17,0.818767
20-Jan-17,0.793007
20-Jan-17,0.964865
20-Jan-17,0.745431
30-Dec-16,0.749069
14-Dec-16,0.835774
09-Oct-16,0.747989
08-Oct-16,0.747896
23-Sep-16,0.749857
18-Sep-16,0.747989
01-Sep-16,0.748796
06-Aug-16,0.759278
30-Jul-16,0.747028
07-Jul-16,0.747028
22-Jun-16,0.724581
05-Jun-16,0.748531
13-May-16,0.781111
29-Mar-16,0.748071
28-Mar-16,0.753682
28-Mar-16,0.765083
22-Mar-16,0.743459
15-Feb-16,0.744912
01-Feb-16,0.750393
22-Jan-16,0.697319
22-Jan-16,0.748472
10-Jan-16,0.908662
30-Nov-15,0.745092
28-May-15,0.774948
28-Mar-15,0.757358
18-Mar-15,0.55084
18-Mar-15,0.835931
18-Mar-15,0.761438
18-Mar-15,0.738703
18-Mar-15,0.84923
18-Mar-15,0.807443
18-Mar-15,0.745171
09-Feb-15,0.756466
31-Jan-15,0.747674
24-Dec-14,0.736564
24-Dec-14,0.750679
23-Nov-14,0.876405
19-Sep-14,0.801875
07-Sep-14,0.747286
19-Jul-14,0.755241
17-Jun-14,0.762675
15-Jun-14,0.820785
08-Jun-14,0.929912
05-Jun-14,0.747661
30-May-14,0.757569
18-May-14,0.747718
18-May-14,0.791564
17-May-14,0.756723
13-Apr-14,0.784364
10-Apr-14,0.749072
10-Apr-14,0.748134
08-Apr-14,0.745519
08-Apr-14,0.752329
31-Mar-14,0.74011
31-Mar-14,0.756118
27-Nov-13,0.746768
17-Nov-13,0.747424
18-Aug-13,0.747424
11-Aug-13,0.747424
11-Aug-13,0.748006
01-Aug-13,0.747424
30-Jul-13,0.748806
24-Jul-13,0.746209
13-Jul-13,0.747508
13-Jul-13,0.747003
16-Jun-13,0.749288
27-May-13,0.745952
28-Feb-13,0.747508
26-Jan-13,0.747508
26-Jan-13,0.746688
07-Jan-13,0.747508
07-Jan-13,0.747508
07-Nov-12,0.748083
16-Jul-12,0.759495
05-May-12,0.75394
01-May-12,0.748083
18-Apr-12,0.747296
18-Apr-12,0.745943
04-Feb-12,0.856079
30-Dec-11,0.747156
21-Jul-11,0.747666
07-Mar-11,0.747666
23-Jan-11,0.747666
10-Dec-10,0.74774
12-Aug-10,0.748137
17-Apr-10,0.745758
31-Mar-10,0.745758
25-Mar-10,0.746572
25-Mar-10,0.746572
06-Feb-10,0.746572
04-Feb-10,0.746572
29-Dec-09,0.746745
27-Dec-09,0.747285
27-Dec-09,0.746572
27-Dec-09,0.745428
13-Dec-09,0.745428
12-Jun-09,0.746023
05-May-09,0.745428
05-May-09,0.745428
05-May-09,0.745428
18-Apr-09,0.74755
20-Feb-09,0.74644
23-Dec-08,0.746489
18-Dec-08,0.747733
18-Dec-08,0.746383
18-Dec-08,0.746575
15-Nov-08,0.746573
25-Oct-08,0.746663
02-Feb-08,0.746663
11-Dec-07,0.746663
26-Sep-07,0.746663
06-Sep-07,0.747632
25-Aug-07,0.747632
25-Aug-07,0.746734
27-Jun-07,0.74331
04-Apr-07,0.745818
04-Apr-07,0.747964
04-Apr-07,0.837267
27-Mar-07,0.745818
05-Mar-07,0.745818
05-Mar-07,0.747718
09-Nov-06,0.747519
09-Nov-06,0.747519
09-Nov-06,0.747519
09-Nov-06,0.747519
09-Nov-06,0.747519
26-Aug-06,0.747519
17-Apr-06,0.747519
26-Feb-06,0.747519
08-Nov-05,0.747519
06-Sep-05,0.747519
20-Jul-05,0.747519
10-May-05,0.747519
23-Feb-05,0.747519
08-Dec-04,0.747519
02-Aug-04,0.747887
02-Aug-04,0.746467
02-Aug-04,0.748464
