date,close
05-Aug-17,0.747801
31-Jul-17,0.74783
31-Jul-17,0.746487
11-Jul-17,0.747803
11-Jul-17,0.747953
11-Jul-17,0.749065
08-Jul-17,0.886167
03-Jul-17,0.746955
03-Jul-17,0.746955
30-May-17,0.746955
14-May-17,0.746955
28-Apr-17,0.746955
21-Apr-17,0.781559
21-Apr-17,0.746947
19-Apr-17,0.750146
19-Apr-17,0.74753
17-Apr-17,0.746914
02-Apr-17,0.749137
02-Apr-17,0.746914
02-Apr-17,0.746914
26-Mar-17,0.747828
25-Mar-17,0.747864
17-Mar-17,0.748326
17-Mar-17,0.748326
14-Mar-17,0.748326
14-Mar-17,0.749601
11-Mar-17,0.748052
02-Mar-17,0.747877
02-Mar-17,0.747877
17-Feb-17,0.747949
17-Feb-17,0.747877
14-Jan-17,0.750095
06-Jan-17,0.747877
06-Jan-17,0.747222
06-Jan-17,0.748097
06-Jan-17,0.747222
06-Jan-17,0.748367
06-Jan-17,0.747222
14-Dec-16,0.751436
06-Oct-16,0.747877
05-Oct-16,0.754557
04-Oct-16,0.748874
28-Aug-16,0.74831
26-Aug-16,0.74774
11-Aug-16,0.73547
06-Aug-16,0.746803
30-Jul-16,0.746803
30-Jul-16,0.747609
30-Jun-16,0.746803
29-Jun-16,0.746803
12-May-16,0.748434
28-Apr-16,0.809422
18-Feb-16,0.749332
18-Feb-16,0.746875
14-Dec-15,0.748434
14-Dec-15,0.748434
30-Nov-15,0.753817
30-Nov-15,0.748434
30-Nov-15,0.751237
30-Nov-15,0.748434
18-Oct-15,0.748434
18-Oct-15,0.74766
13-Oct-15,0.748434
13-Oct-15,0.749105
09-Oct-15,0.748434
08-Oct-15,0.752488
08-Oct-15,0.746727
07-Oct-15,0.691477
07-Oct-15,0.746818
07-Oct-15,0.748434
07-Oct-15,0.74959
27-Sep-15,0.748434
27-Sep-15,0.752868
19-Sep-15,0.748434
15-Sep-15,0.746244
06-Sep-15,0.746615
05-Sep-15,0.746665
05-Sep-15,0.746615
25-Aug-15,0.746615
22-Jul-15,0.748434
22-Jul-15,0.74827
22-Jul-15,0.747041
22-Jul-15,0.752135
22-Jul-15,0.748434
20-Jul-15,0.748434
20-Jul-15,0.748434
12-Jul-15,0.832914
11-May-15,0.849231
10-May-15,0.748434
10-May-15,0.746781
16-Mar-15,0.742974
11-Mar-15,0.746781
18-Feb-15,0.7498
17-Feb-15,0.747639
17-Feb-15,0.747675
11-Feb-15,0.7498
09-Feb-15,0.7498
16-Jan-15,0.7498
16-Jan-15,0.7498
13-Jan-15,0.532519
13-Jan-15,0.7498
13-Jan-15,0.750696
13-Jan-15,0.7498
21-Dec-14,0.7498
18-Dec-14,0.7498
18-Dec-14,0.747551
18-Dec-14,0.746502
