date,close
07-Jul-17,0.776026
07-Jul-17,0.572918
27-Jun-17,0.759919
28-May-17,0.948205
27-May-17,0.542005
22-May-17,0.897911
21-May-17,0.788297
21-May-17,0.94977
26-Apr-17,0.653324
26-Apr-17,0.664803
26-Apr-17,0.779203
13-Apr-17,0.504052
13-Apr-17,0.747366
13-Apr-17,0.75815
13-Apr-17,0.748686
06-Apr-17,0.260332
06-Apr-17,0.824246
02-Apr-17,0.744645
29-Mar-17,0.779502
29-Mar-17,0.805547
29-Mar-17,0.749996
24-Mar-17,0.867226
24-Mar-17,0.748787
24-Mar-17,0.778028
24-Mar-17,0.754196
24-Mar-17,0.926127
15-Mar-17,0.954506
15-Mar-17,0.62962
14-Mar-17,0.81665
14-Mar-17,0.688142
14-Mar-17,0.870469
14-Mar-17,0.756893
14-Mar-17,0.766171
14-Mar-17,0.792188
14-Mar-17,0.782283
14-Mar-17,0.877028
14-Mar-17,0.772288
14-Mar-17,0.750825
14-Mar-17,0.9654
14-Mar-17,0.71823
14-Mar-17,0.747003
14-Mar-17,0.800836
14-Mar-17,0.85823
14-Mar-17,0.790267
14-Mar-17,0.757079
14-Mar-17,0.741302
14-Mar-17,0.777841
14-Mar-17,0.743789
14-Mar-17,0.749712
14-Mar-17,0.733782
14-Mar-17,0.80816
14-Mar-17,0.748377
14-Mar-17,0.534922
14-Mar-17,0.69348
14-Mar-17,0.753054
14-Mar-17,0.771267
14-Mar-17,0.745024
14-Mar-17,0.800349
14-Mar-17,0.749723
14-Mar-17,0.726623
11-Mar-17,0.74655
09-Mar-17,0.605841
16-Feb-17,0.754029
16-Feb-17,0.786373
10-Feb-17,0.571274
20-Jan-17,0.755356
18-Jan-17,0.468511
11-Jan-17,0.800609
11-Jan-17,0.7465
08-Jan-17,0.670598
06-Jan-17,0.622017
14-Dec-16,0.725596
09-Dec-16,0.744356
30-Nov-16,0.742071
30-Nov-16,0.847671
30-Nov-16,0.784386
04-Nov-16,0.537223
04-Nov-16,0.529282
08-Oct-16,0.775144
08-Oct-16,0.81439
08-Oct-16,0.705304
08-Oct-16,0.770567
08-Oct-16,0.747514
08-Oct-16,0.928413
08-Oct-16,0.750577
08-Oct-16,0.809139
08-Oct-16,0.755004
08-Oct-16,0.850392
08-Oct-16,0.757145
08-Oct-16,0.747021
08-Oct-16,0.624677
08-Oct-16,0.860652
03-Oct-16,0.820749
02-Oct-16,0.806005
02-Oct-16,0.868618
02-Oct-16,0.766363
02-Oct-16,0.748337
02-Oct-16,0.763421
02-Oct-16,0.68021
02-Oct-16,0.780174
29-Sep-16,0.793542
22-Sep-16,0.81192
19-Sep-16,0.71265
18-Sep-16,0.772085
18-Sep-16,0.622166
15-Sep-16,0.723971
15-Sep-16,0.768446
14-Sep-16,0.778339
13-Sep-16,0.869247
13-Sep-16,0.687656
13-Sep-16,0.810714
13-Sep-16,0.810261
13-Sep-16,0.822341
13-Sep-16,0.754721
13-Sep-16,0.678483
13-Sep-16,0.725155
12-Sep-16,0.765622
12-Sep-16,0.851368
12-Sep-16,0.686956
12-Sep-16,0.868431
12-Sep-16,0.758213
10-Sep-16,0.715878
10-Sep-16,0.654304
10-Sep-16,0.754256
09-Sep-16,0.810334
07-Sep-16,0.767818
06-Sep-16,0.769112
06-Sep-16,0.857663
06-Sep-16,0.762285
05-Sep-16,0.775958
03-Sep-16,0.804914
01-Sep-16,0.775093
01-Sep-16,0.78981
01-Sep-16,0.747342
01-Sep-16,0.583809
01-Sep-16,0.746407
01-Sep-16,0.873851
01-Sep-16,0.880686
01-Sep-16,0.724733
01-Sep-16,0.852006
01-Sep-16,0.645025
01-Sep-16,0.747494
01-Sep-16,0.790403
31-Aug-16,0.766148
31-Aug-16,0.768419
31-Aug-16,0.79525
31-Aug-16,0.806165
31-Aug-16,0.758065
31-Aug-16,0.796169
31-Aug-16,0.480723
31-Aug-16,0.896109
29-Aug-16,0.942472
28-Aug-16,0.84226
27-Aug-16,0.725352
27-Aug-16,0.95344
27-Aug-16,0.40036
27-Aug-16,0.782966
27-Aug-16,0.75958
27-Aug-16,0.884879
27-Aug-16,0.819146
25-Aug-16,0.879317
25-Aug-16,0.749147
25-Aug-16,0.595366
24-Aug-16,0.749691
24-Aug-16,0.579622
24-Aug-16,0.723322
24-Aug-16,0.733122
24-Aug-16,0.861522
24-Aug-16,0.839366
24-Aug-16,0.763734
24-Aug-16,0.758784
22-Aug-16,0.938034
22-Aug-16,0.567546
22-Aug-16,0.751464
22-Aug-16,0.74366
22-Aug-16,0.736739
22-Aug-16,0.812636
21-Aug-16,0.813052
21-Aug-16,0.935406
21-Aug-16,0.729716
21-Aug-16,0.826797
21-Aug-16,0.79225
20-Aug-16,0.660657
19-Aug-16,0.746757
19-Aug-16,0.85551
19-Aug-16,0.574458
19-Aug-16,0.556812
19-Aug-16,0.760349
19-Aug-16,0.716506
19-Aug-16,0.731003
19-Aug-16,0.545771
19-Aug-16,0.747527
19-Aug-16,0.828508
19-Aug-16,0.754964
19-Aug-16,0.902143
19-Aug-16,0.774161
19-Aug-16,0.708881
19-Aug-16,0.765648
19-Aug-16,0.745683
18-Aug-16,0.757983
18-Aug-16,0.825489
18-Aug-16,0.648063
18-Aug-16,0.761112
18-Aug-16,0.410887
18-Aug-16,0.868335
16-Aug-16,0.860659
14-Aug-16,0.878827
13-Aug-16,0.746032
13-Aug-16,0.779117
08-Aug-16,0.789527
04-Aug-16,0.752342
04-Aug-16,0.624183
04-Aug-16,0.744363
02-Aug-16,0.746689
02-Aug-16,0.667975
01-Aug-16,0.926349
01-Aug-16,0.429045
30-Jul-16,0.819142
29-Jul-16,0.791434
28-Jul-16,0.758677
28-Jul-16,0.715555
